perplexity,kl_Q_Qbase,kl_Qbase_Q,kl_sum
1,1.4763379856995948,1.556948401571025,1.51664319363531
2,1.0104791998379028,1.0300149605561937,1.0202470801970482
3,0.8312496981108446,0.8027027828968538,0.8169762405038492
4,0.5489664863125822,0.5274246719665496,0.5381955791395658
5,0.38025037993944016,0.3778983975393667,0.37907438873940347
6,0.31031225886113645,0.3071591611116302,0.30873570998638333
7,0.2782688437941595,0.2769255850164974,0.2775972144053285
8,0.23031467811788414,0.23433527329394765,0.2323249757059159
9,0.18445310724130232,0.18594108444306268,0.1851970958421825
10,0.14939619666640083,0.15071334761733174,0.1500547721418663
11,0.12227324310289615,0.12136756374838989,0.12182040342564301
12,0.12283606821692847,0.12255819841308571,0.12269713331500709
13,0.09385507374980182,0.09554034461011576,0.09469770917995879
14,0.07162095049679684,0.07213941349223292,0.07188018199451487
15,0.06362363201350092,0.06497317657288026,0.06429840429319059
16,0.047292211102178745,0.04879208804588718,0.048042149574032966
17,0.03993407073069929,0.04067224841510903,0.04030315957290416
18,0.0353782181511991,0.03630860776378149,0.035843412957490293
19,0.022059999831109435,0.022539744300738306,0.02229987206592387
20,0.019917528703978928,0.020680139127391268,0.0202988339156851
21,0.016420710295060044,0.016858685910036537,0.01663969810254829
22,0.01884553299439089,0.019530806005238092,0.019188169499814493
23,0.01121792355086463,0.011734783351002104,0.011476353450933367
24,0.007285377572839633,0.007223509551155955,0.007254443561997795
25,0.011436024942996432,0.011838301552972596,0.011637163247984514
26,0.008822824187056901,0.008855512397787535,0.008839168292422218
27,0.006700102423539109,0.006650093333992075,0.006675097878765591
28,0.010126769742114999,0.010180169640761186,0.010153469691438093
29,0.006441174759032721,0.006335610590658894,0.006388392674845807
30,0.0,0.0,0.0
31,0.007529129316131618,0.0074978061761784825,0.00751346774615505
32,0.007835070118732447,0.007706200402431644,0.007770635260582045
33,0.008335389880589957,0.008111307162649219,0.008223348521619588
34,0.00774036938832545,0.007596133455161677,0.007668251421743564
35,0.007162708673183136,0.0069666707487319145,0.007064689710957525
36,0.0074247993376003255,0.007222715877864754,0.00732375760773254
37,0.0078563795796594,0.007697659332290212,0.007777019455974806
38,0.008771266182221958,0.008554292476257401,0.00866277932923968
39,0.010701719582812776,0.010456226730711539,0.010578973156762157
40,0.00969697605289733,0.009397252158859823,0.009547114105878576
