perplexity,aucrnx_chain,aucrnx_normal,kl_chain_normal,kl_normal_chain,kl_sum,running_time_chain,running_time_normal
1,0.44119491954716133,0.2575669634456978,1.1880635168973022,1.104650621525155,1.1463570692112286,8.830156803131104,9.865355014801025
2,0.48380282282868475,0.4198203622773667,0.5039065019061627,0.5504045665358127,0.5271555342209877,6.481906175613403,6.003235578536987
3,0.5052248344709217,0.4518564279625891,0.3719060170101865,0.4017046185104735,0.38680531776033,6.249142646789551,5.535478591918945
4,0.5106411020765276,0.45427247217997463,0.34174769118525733,0.3884679591674802,0.36510782517636875,5.937359094619751,5.358423471450806
5,0.5148855735530721,0.47969809817960096,0.3093726401806722,0.3279594654328149,0.31866605280674354,5.7747132778167725,5.337053060531616
6,0.5144668687423075,0.48606894768086784,0.28053039987459305,0.304268023316542,0.29239921159556753,5.446043491363525,5.156113386154175
7,0.5157091488811,0.4887136988688294,0.291736516699507,0.30210289382420175,0.2969197052618544,5.335671424865723,5.030659914016724
8,0.5168382039164839,0.48767570076258643,0.2789409283259836,0.3032570986273899,0.29109901347668676,5.744991302490234,5.078177452087402
9,0.5167244527193936,0.4931850327573278,0.2627679280208349,0.27699962602946937,0.2698837770251521,5.286017656326294,4.951876401901245
10,0.5165777370267218,0.4903826996949007,0.2513394620954652,0.2682522728844838,0.2597958674899745,5.2817277908325195,4.9563562870025635
11,0.5153368879171001,0.49205645122822944,0.26313080184958115,0.2779278677749967,0.2705293348122889,4.976396083831787,4.862874746322632
12,0.5156883104872184,0.49692408662102966,0.23941896535707682,0.251693998675848,0.2455564820164624,5.18836784362793,4.815834999084473
13,0.5164033547022999,0.49454799840819763,0.23085511048886015,0.24630149272868107,0.2385783016087706,4.901189088821411,4.8639466762542725
14,0.5138461029139373,0.5033535316979098,0.20899418405942816,0.24006613132345217,0.22453015769144016,4.870757818222046,4.892160415649414
15,0.5135357844125885,0.5038112699047997,0.2285124591179751,0.25331508956771076,0.24091377434284295,4.9865031242370605,4.773906946182251
16,0.5123251782850693,0.5002703935709051,0.21892372379680292,0.25182971019986733,0.23537671699833512,5.148741245269775,4.687513589859009
17,0.5101587347776858,0.5042285776990472,0.20288241701426776,0.2375574971791385,0.2202199570967031,4.960583925247192,4.668798208236694
18,0.5083235722041348,0.5008679581454094,0.2111922604822812,0.2386699039266953,0.22493108220448826,5.0569748878479,4.657861948013306
19,0.5070929678197807,0.4997445346323769,0.21168972010924156,0.2414664146681274,0.22657806738868447,4.837374687194824,4.653449535369873
20,0.508157355260363,0.4977238633174496,0.21726631408016245,0.24116380166559484,0.22921505787287866,4.98027491569519,4.713341951370239
21,0.5066446404688347,0.49991041617276766,0.20920881434526772,0.23211208588107476,0.22066045011317126,5.153014183044434,4.569053411483765
22,0.5059947854773513,0.5061599807607999,0.14813846584583856,0.1701900565421349,0.15916426119398674,5.017080307006836,5.055614948272705
