perplexity,normal,normal_earlystop,chain,chain_earlystop
1,2.327667088567271,2.2236142929048737,1.8189879290607616,1.605239889131762
2,1.1663555460870598,1.1541211150727928,0.9855007268319896,0.8246661220590694
3,0.8559443584000883,0.9337639695683762,0.6599001273155041,0.5498875982665972
4,0.5580315825071336,0.5787813797221394,0.5698935387512702,0.4024448378951396
5,0.4923907690727343,0.5685132608681395,0.5056802721690308,0.3780702840659011
6,0.3975413010674245,0.3975059788658677,0.4279834299329812,0.29717861186311834
7,0.3586566264632017,0.3771627706087194,0.3650231592140598,0.2654699195852445
8,0.3345115566553555,0.366569569967334,0.32491357962621503,0.22173156660603088
9,0.34330057790985485,0.4125886780781565,0.27315032171696874,0.19131557647716832
10,0.24098599662387105,0.3543449828702099,0.23011001120389146,0.17783116868349752
11,0.2488529000292692,0.2913894804885835,0.21069135322939508,0.18195829061746813
12,0.2341597891776977,0.275640859940395,0.17722246015605878,0.16883610728911638
13,0.1291875003570108,0.2502787856973794,0.16855784243979016,0.14893726085669304
14,0.16986153695181644,0.22412378969739968,0.15395209295300313,0.1481143800564791
15,0.15737920223947394,0.2695492901413403,0.1411526561285203,0.1286149810407326
16,0.13066707648920914,0.19040134201942646,0.1157088798260158,0.123846577723965
17,0.1323920442000601,0.225474983526624,0.12168872144198613,0.11483295777413323
18,0.21425718304815686,0.2839066302586889,0.1064114858449614,0.10287859902201256
19,0.12132759841559995,0.19576434250580066,0.11659589184385298,0.0993967838590632
20,0.101118211497682,0.13847370000115802,0.08822440087430816,0.09504847191734604
21,0.08096703395828575,0.15351668136803276,0.07502215121365663,0.09188697232130866
22,0.1143962769816396,0.2329772017668611,0.08039437429753678,0.09041369293562246
23,0.1520208285728713,0.22228981010356585,0.08049489205520649,0.08562291565954727
24,0.11937075298996667,0.20187969648895165,0.07249371306919418,0.08265359944203796
25,0.16632538905481134,0.2149872397342558,0.06811640375452377,0.08501583059890566
26,0.12619388387228353,0.2874330762467144,0.06491526965216943,0.08409980947982862
27,0.11610538212421455,0.17529370454331916,0.070783504384257,0.08008115886955007
28,0.08421343460213948,0.1827854438915971,0.06679518464232206,0.07720386156694692
29,0.11472980226679436,0.1871083425552202,0.06462003108134484,0.07751011679459832
30,0.0,0.0,0.0,0.0
31,0.11893454711488735,0.20481225008585055,0.05112730942161408,0.08248454834614692
32,0.0672010152708906,0.16198991843103644,0.0541376918120829,0.08558864249830482
33,0.14720628602878336,0.17742389209696416,0.050845020474157065,0.0873118578286691
34,0.09359123554214448,0.2401734520185091,0.0512483672889031,0.08782974328880698
35,0.10121908881882337,0.17914035237656525,0.05242624691892124,0.08996419837260271
36,0.11698657269500748,0.18083466259565434,0.059833226812725585,0.0943495296017138
37,0.15482132534323415,0.2429664191883582,0.06178728677744496,0.09440723432262506
38,0.10596512619834307,0.18317253143408824,0.060950155114960776,0.09947157803670112
39,0.1248353784473226,0.17172041582698555,0.0624977292664755,0.10211334530412493
40,0.17695061694320924,0.3364088008448437,0.05490143144810049,0.10461464500038714
41,0.09259436173805233,0.1720918533464858,0.05538325698443622,0.11836262819499747
42,0.09417792283090573,0.20058001606950493,0.04890762353542559,0.11139250463390504
43,0.0868436611265963,0.17257847792157224,0.05068884052889276,0.11829714769787388
44,0.15978605328089512,0.2703138195374751,0.053088001840795714,0.1341361063192604
45,0.1388125695311982,0.19304336752247253,0.055099561050415184,0.13362991221254433
46,0.12054576097764755,0.3145708884329276,0.06183187120906916,0.1348211506242349
47,0.08462817698059627,0.17996022609070933,0.06809907920140504,0.13817174930034828
48,0.23106508301082976,0.2738699712058067,0.06790314476825343,0.14053186700514222
49,0.17531864089016824,0.2574788823220746,0.07022315001223939,0.1447573741284417
50,0.09273862560538186,0.2782654528444464,0.07410268756517732,0.14564920755622285
51,0.1315764330503699,0.2476736540462345,0.075977049133253,0.1538993970458643
52,0.10349922326560004,0.21666350837559706,0.07817014860609472,0.1520955637690945
53,0.2168461737935244,0.2946811688087321,0.08092720039439799,0.18112212848035786
54,0.1146233066543492,0.2346906993506197,0.08764815875258844,0.18009658058046682
55,0.11577216551861172,0.20461758741446293,0.08701997802497086,0.1839533280570465
56,0.17822909586243066,0.2343084129903033,0.0937441579342809,0.18796580580950464
57,0.12203255318804035,0.22323984763208093,0.0964451873516392,0.19327160051699688
58,0.16231540955648546,0.2368234189282073,0.10623611735603296,0.1941609591426208
59,0.17142296664982976,0.2309850000827703,0.10929860928666588,0.19658432017349756
60,0.15881190962645664,0.2681400448924204,0.11864900989826813,0.20194289130923715
61,0.16345677277252088,0.2943513716456175,0.12060262374441966,0.20392975221389206
62,0.16724648677292256,0.266067376843783,0.1253573237292079,0.20602506503196302
63,0.15317211143359327,0.260122538324888,0.12732828917351469,0.21209494034808907
64,0.18123759632181413,0.25941239266170835,0.12943847249687146,0.21633309065707654
65,0.17717543646218134,0.24110476858338464,0.13731835992166308,0.2181430802817583
