perplexity,aucrnx_chain,aucrnx_normal,kl_chain_normal,kl_normal_chain,kl_sum,running_time_chain,running_time_normal
1,0.4614732745563623,0.3525825805619494,0.12035213071784745,0.12374759087143555,0.1220498607946415,0.4644155502319336,0.41381168365478516
2,0.5120572481790275,0.498110398526121,0.09679150440799708,0.10239233984205226,0.09959192212502467,0.37128448486328125,0.35706067085266113
3,0.5317383601887267,0.5004051696980024,0.14890819918857548,0.13385763684399518,0.14138291801628533,0.3332185745239258,0.34822583198547363
4,0.535850829676518,0.5320703513801659,0.06327116377917744,0.06673508744313845,0.06500312561115795,0.3506436347961426,0.34030938148498535
5,0.5347415722197802,0.5359358849987417,0.15076021077700366,0.13783753551248168,0.14429887314474266,0.33624744415283203,0.33022642135620117
6,0.5419137003017858,0.5434482891694704,0.08723709161055876,0.08794401103966856,0.08759055132511366,0.31100988388061523,0.3308546543121338
7,0.5415725306040613,0.5486464509653836,0.07030083167373687,0.07336074741176256,0.07183078954274971,0.3094308376312256,0.3326711654663086
8,0.5289786796633873,0.5441555228020696,0.09768467792145066,0.10821567611391167,0.10295017701768117,0.30532336235046387,0.420534610748291
9,0.5361444421706542,0.5364240008190648,0.11074183455992587,0.10836675224394818,0.10955429340193702,0.3124074935913086,0.3561098575592041
10,0.5340759734523234,0.5489920616660863,0.12167298516995308,0.12503892330225058,0.12335595423610182,0.34020566940307617,0.3641018867492676
11,0.5393951736572293,0.5448151944040651,0.17486370575431148,0.17011885329990734,0.1724912795271094,0.33704590797424316,0.3489842414855957
12,0.5325681877596989,0.5450523857490014,0.09717846375641213,0.08104078673086829,0.08910962524364022,0.32067108154296875,0.3518390655517578
13,0.5355278120866741,0.5597045524071763,0.06763414805144717,0.07070270110575794,0.06916842457860256,0.31859755516052246,0.3470780849456787
14,0.5427736454240237,0.536905338821769,0.09534485393776608,0.10670915719963321,0.10102700556869965,0.332533597946167,0.3456110954284668
15,0.5393749100856553,0.5536701057392086,0.08888512060113601,0.08028234531295256,0.08458373295704429,0.3142533302307129,0.40711283683776855
16,0.5440966571877334,0.5500765346593817,0.06733161331713096,0.0689249630301416,0.06812828817363628,0.35996079444885254,0.3663787841796875
17,0.5431784961981169,0.5390563273098128,0.12925966096140307,0.13046512119156103,0.12986239107648206,0.3483445644378662,0.35608577728271484
18,0.5433220974532479,0.5169076332426472,0.1492867606452719,0.1409978356739902,0.14514229815963106,0.35706639289855957,0.37638401985168457
19,0.546100907017225,0.5390492065218359,0.08302602673316922,0.08355884067827796,0.08329243370572359,0.36269092559814453,0.39572954177856445
20,0.5463841597105469,0.5393710630724088,0.1072254419258827,0.1007521677877281,0.1039888048568054,0.32737112045288086,0.3891608715057373
21,0.5459168061797162,0.5445479958878462,0.07683022682543497,0.07877762328453022,0.0778039250549826,0.36264801025390625,0.37020063400268555
22,0.5443863776014871,0.532366228344684,0.08261755558336513,0.08814064705349159,0.08537910131842835,0.33249950408935547,0.3710448741912842
23,0.5370103586141246,0.5199818950484161,0.145540111075794,0.12498402044591923,0.13526206576085661,0.32285642623901367,0.3715965747833252
24,0.5416012816474887,0.5297600054772637,0.1085772260692999,0.0941971073162193,0.1013871666927596,0.32178521156311035,0.36654138565063477
25,0.5402660799288544,0.5125315174654065,0.15345811173966867,0.12684723099383194,0.1401526713667503,0.3773515224456787,0.38161659240722656
26,0.543290597019454,0.5282389628421774,0.10529699414836294,0.09692042190762282,0.10110870802799288,0.344402551651001,0.3977358341217041
27,0.5344433645127654,0.5334144388147334,0.11774753303991248,0.10607572234730789,0.11191162769361018,0.37975072860717773,0.392169713973999
28,0.5362928568067122,0.5458294460082261,0.09523257013631284,0.09003501089815727,0.09263379051723505,0.385695219039917,0.3849458694458008
29,0.5343056559006002,0.5333714182441343,0.13096845851164857,0.11041560873696588,0.12069203362430722,0.3497467041015625,0.41259193420410156
30,0.5287326605674119,0.5370041239149081,0.05609192383271969,0.05970519430245568,0.05789855906758769,0.3920278549194336,0.43941187858581543
31,0.5344473056975247,0.5315225082749441,0.14244727689624498,0.11573437799451781,0.1290908274453814,0.3665885925292969,0.4186732769012451
32,0.5297112748858572,0.531185806271759,0.09259905151019257,0.08911206522647748,0.09085555836833503,0.3677554130554199,0.427264928817749
33,0.5244661590277879,0.5066847794438583,0.15508984728472658,0.13465986578936576,0.14487485653704618,0.42767977714538574,0.40511441230773926
34,0.529213466466408,0.5142381281663574,0.08769945150430535,0.07314642897020655,0.08042294023725595,0.4083576202392578,0.39984774589538574
35,0.5285220570041463,0.5275207478679902,0.09626754177221075,0.08247451598476979,0.08937102887849027,0.39354419708251953,0.3929932117462158
36,0.5297222860250105,0.5199667496973971,0.11672557350348622,0.09978157394479072,0.10825357372413846,0.4038105010986328,0.43521881103515625
37,0.5278502252740004,0.5145603467008181,0.14187717974970546,0.1258726595688025,0.13387491965925397,0.4020273685455322,0.47949910163879395
38,0.529324498852463,0.5172941498408975,0.09124583081298915,0.08258576233072107,0.08691579657185511,0.3760221004486084,0.4214189052581787
39,0.5294949516970361,0.5146964493569084,0.12055815685547236,0.10787143307959142,0.1142147949675319,0.39412546157836914,0.44481849670410156
40,0.5117200012412211,0.5117200012412211,0.0,0.0,0.0,0.4457824230194092,0.4457824230194092
41,0.5211711497397364,0.5097525110391652,0.07739125188225777,0.06921736178532756,0.07330430683379266,0.37337398529052734,0.41385412216186523
42,0.5205731332707247,0.528928642871837,0.06755496988041412,0.05473877302683572,0.06114687145362492,0.420788049697876,0.4483327865600586
