perplexity,aucrnx_chain,aucrnx_normal,kl_chain_normal,kl_normal_chain,kl_sum,running_time_chain,running_time_normal
1,0.4450618926521771,0.2575669634456978,1.183409501155829,1.0991051093856063,1.1412573052707176,8.672139167785645,9.865355014801025
2,0.4943356071047614,0.4198203622773667,0.4911622468639096,0.5428958712846766,0.5170290590742931,6.661154508590698,6.003235578536987
3,0.5117176238152864,0.4518564279625891,0.3951900579794412,0.42733245701136313,0.41126125749540215,6.4432923793792725,5.535478591918945
4,0.5204052907364575,0.45427247217997463,0.3448298453794049,0.40496549980820634,0.37489767259380563,5.918960809707642,5.358423471450806
5,0.5213746404996996,0.47969809817960096,0.29809233535989127,0.34650418897241675,0.322298262166154,6.322244167327881,5.337053060531616
6,0.5240821212343184,0.48606894768086784,0.27758671505400334,0.32576456974591916,0.30167564239996125,5.529473304748535,5.156113386154175
7,0.5254193952707827,0.4887136988688294,0.25647135308494484,0.2850093641170262,0.27074035860098555,5.337834596633911,5.030659914016724
8,0.5252883971328268,0.48767570076258643,0.26599652371085797,0.30004846046441835,0.2830224920876382,5.221147060394287,5.078177452087402
9,0.5254201196614345,0.4931850327573278,0.27573070380953707,0.3025627954530976,0.28914674963131737,5.482276439666748,4.951876401901245
10,0.5260523406036199,0.4903826996949007,0.2500445836220805,0.2888087131190735,0.269426648370577,5.0352184772491455,4.9563562870025635
11,0.52590391610859,0.49205645122822944,0.26171688618890443,0.28974125404818085,0.27572907011854264,5.24413800239563,4.862874746322632
12,0.5255468548419023,0.49692408662102966,0.2404178807874203,0.26747944696261605,0.2539486638750182,5.045236825942993,4.815834999084473
13,0.5247634768123922,0.49454799840819763,0.2417887722511859,0.2750405256672485,0.2584146489592172,5.0622124671936035,4.8639466762542725
14,0.5233346444254031,0.5033535316979098,0.21666219011970503,0.2562942074470139,0.23647819878335946,5.173062086105347,4.892160415649414
15,0.5229234981571095,0.5038112699047997,0.21638858104452166,0.24299162315103232,0.229690102097777,4.914443254470825,4.773906946182251
