perplexity,normal,normal_earlystop,chain,chain_earlystop
1,3.1052619882728543,2.993682385385036,1.2709468636665333,1.2285645377646444
2,1.3402807746782217,1.3599406518313093,0.9189481859212744,0.9135867189091009
3,1.0718483191254118,1.1003695364984447,0.7202571430770349,0.7300012045896915
4,0.9247614658610191,0.9636483866877841,0.6262268159357727,0.6521053158132143
5,0.8078667589776204,0.8217577844647455,0.541580385552887,0.5774069608776305
6,0.7145926536394404,0.7520828366188134,0.4900044508909672,0.501579237882403
7,0.6664778854515316,0.681185904945391,0.45130189707442603,0.4598196669902935
8,0.6178937685439441,0.6466840539578844,0.4034788477176131,0.3800048658500855
9,0.5878288370158725,0.6223609827893145,0.3682025180847389,0.3616807602563138
10,0.5417102173883727,0.5576029424346911,0.3352085817354715,0.3385261397684299
11,0.5259303276076306,0.5610551549349955,0.3001418685643332,0.3154345928812179
12,0.4979486973878234,0.5035767903640178,0.27571664988684297,0.2999694523193394
13,0.4650267137218455,0.495420241120179,0.2648695015636927,0.2636563687172626
14,0.4251359355991572,0.4391867896197339,0.24199420304881705,0.2433179839933948
15,0.4108182647392277,0.4083567789648133,0.22307439488728245,0.22235308673320806
16,0.410016921747672,0.42336392812144624,0.20127736196960444,0.1991489337360855
17,0.3698386616171828,0.38161777973287,0.1991412305985604,0.20435915334020285
18,0.36939266763995904,0.3681438447849014,0.18571544587783456,0.19213874759046265
19,0.3547020664054389,0.3666528546846709,0.1680675615267382,0.19036198840695887
20,0.336646816740539,0.3386113480553087,0.16210317083206974,0.16951602322889375
21,0.327930093141547,0.3497860427709628,0.1487908674459462,0.15614285474881748
22,0.2999546667403431,0.3124681866029089,0.14564996389861454,0.16418466914444074
23,0.3190979192685467,0.3204864230463786,0.1292174592991982,0.14055616740085125
24,0.3083097350706602,0.3160559992709455,0.12761820040380384,0.1421382598824816
25,0.2648861350666047,0.2658933146554477,0.12446599124875254,0.12225495486560635
26,0.26847641743732004,0.2694587540986996,0.1106969052680462,0.11681142894885947
27,0.2626371097832484,0.2677415010289652,0.10538867989703186,0.11683394581850187
28,0.2497686720088559,0.258641116941478,0.10610899417561218,0.10227282412519884
29,0.2531351196924102,0.25293179619941353,0.0911931991555114,0.09519703798062223
30,0.24171054571943845,0.24315397250207424,0.08790046432667399,0.08708899675426689
31,0.25033221472347217,0.2523797318475301,0.08202038745733005,0.06147343437987071
32,0.21932502194272466,0.2268583037742686,0.08840994597119706,0.05400559094556885
33,0.21905842469347545,0.2125257469639155,0.08189883185337071,0.04893984877322813
34,0.2235399625195987,0.22866739188300586,0.0813931410551431,0.04333402352906834
35,0.20958989388831886,0.22037492724755964,0.07422524454969646,0.03696380390070732
