perplexity,kl_Q_Qbase,kl_Qbase_Q,kl_sum
1,1.59390068372161,1.9425244336994145,1.7682125587105122
2,1.2310039656827179,1.273733293126024,1.252368629404371
3,0.9360645883691379,0.9385418755047574,0.9373032319369476
4,0.8015747494782002,0.8081595721425668,0.8048671608103835
5,0.6973425911842729,0.7207802989863676,0.7090614450853203
6,0.6057845511458815,0.627214677552122,0.6164996143490018
7,0.5392435972739333,0.5521283285751983,0.5456859629245658
8,0.4878432492893783,0.5154441930310387,0.5016437211602085
9,0.45958273168887204,0.4965080019122159,0.478045366800544
10,0.40727169882282377,0.44061557991599154,0.42394363936940765
11,0.37058452086792126,0.40104507582813453,0.3858147983480279
12,0.3461148781421404,0.3612263512012658,0.35367061467170313
13,0.3489481802170765,0.36875531475749157,0.35885174748728405
14,0.31402000433185473,0.3308590159679605,0.3224395101499076
15,0.29544823147946586,0.30455784509434514,0.3000030382869055
16,0.2726229484833157,0.286094588208348,0.27935876834583184
17,0.24827677819856753,0.2590947569634898,0.2536857675810287
18,0.23741343350886507,0.24758834743723912,0.2425008904730521
19,0.23584679269636938,0.24083783415924848,0.23834231342780893
20,0.21008283882435114,0.2138500267088838,0.21196643276661747
21,0.20242160296194714,0.20818794948660654,0.20530477622427684
22,0.19194192074774247,0.19701083704159522,0.19447637889466884
23,0.18298434323767782,0.1864085443981422,0.18469644381791
24,0.18580440990309452,0.19048447111101174,0.18814444050705315
25,0.17682581518614168,0.17647848260268303,0.17665214889441236
26,0.16925731799628582,0.1662114712873211,0.16773439464180345
27,0.1680649060876794,0.16560063709002368,0.16683277158885154
28,0.16407847738519094,0.16042912749804178,0.16225380244161636
29,0.15502354717323744,0.14970232404179162,0.15236293560751452
30,0.15143719167126077,0.14734419069822263,0.1493906911847417
31,0.1487241997385564,0.14138897859512892,0.14505658916684266
32,0.15174815418967094,0.1447225512897602,0.14823535273971555
33,0.15064100374575626,0.1416279974315156,0.14613450058863592
34,0.13664077879331374,0.12864827891947272,0.13264452885639322
35,0.13505872363455593,0.12613907095182347,0.1305988972931897
36,0.1360935891826036,0.1257054466097295,0.13089951789616655
37,0.11620714920221571,0.10419176073185149,0.1101994549670336
38,0.1117081739690459,0.09845020620818,0.10507919008861295
39,0.11303464916933162,0.10105696746539014,0.10704580831736088
40,0.0,0.0,0.0
41,0.10936921353472512,0.09522225847122806,0.10229573600297659
42,0.10123591638475525,0.08460368934528988,0.09291980286502256
43,0.10048071061239808,0.08291121471728204,0.09169596266484006
44,0.09677531554725202,0.0801571796671837,0.08846624760721786
45,0.1075601981920414,0.09019666669415377,0.09887843244309759
46,0.10696947000561483,0.09002457786657868,0.09849702393609674
47,0.10581725160275177,0.08895268843711096,0.09738497001993136
48,0.10828284368004686,0.0900144706023585,0.09914865714120268
49,0.10822983122494388,0.0902010068294172,0.09921541902718053
50,0.1093256196715544,0.09149614923321368,0.10041088445238404
51,0.11029700930452074,0.09217015140275439,0.10123358035363757
52,0.11164595988631873,0.09312305210212388,0.1023845059942213
53,0.11137801754383535,0.0926630290108437,0.10202052327733951
54,0.11313691089332689,0.09447340772997154,0.10380515931164921
55,0.1141256211902445,0.09547038738192848,0.10479800428608649
56,0.11334203196814462,0.09396216686219633,0.10365209941517048
57,0.11535064861748667,0.09629804698590863,0.10582434780169765
58,0.11684706870245354,0.09766972588349038,0.10725839729297196
59,0.11798352096660177,0.09849780991310061,0.1082406654398512
60,0.12017114906494349,0.10028519917955862,0.11022817412225105
61,0.12355481143859945,0.10231886014208819,0.11293683579034382
62,0.12439154938981101,0.10248121615606781,0.11343638277293941
63,0.12647358202098297,0.10533965459228849,0.11590661830663573
64,0.12775338878497047,0.10594255856691237,0.11684797367594142
65,0.12900101644958106,0.10797494302371302,0.11848797973664704
