perplexity,aucrnx_chain,aucrnx_normal,kl_chain_normal,kl_normal_chain,kl_sum,running_time_chain,running_time_normal
1,0.4322479088643969,0.3525825805619494,0.21129864638355975,0.1912760765070033,0.20128736144528153,0.509857177734375,0.41381168365478516
2,0.5124160980578413,0.498110398526121,0.12605620859813688,0.1368449263877941,0.1314505674929655,0.40747809410095215,0.35706067085266113
3,0.5224843792152937,0.5004051696980024,0.17460467814092062,0.15896349570437757,0.1667840869226491,0.34229421615600586,0.34822583198547363
4,0.524806935532796,0.5320703513801659,0.09024367803694455,0.10449630346654573,0.09736999075174514,0.35874199867248535,0.34030938148498535
5,0.5305295721744715,0.5359358849987417,0.16273441755059087,0.16501192355365168,0.16387317055212128,0.32569122314453125,0.33022642135620117
6,0.5294823228827665,0.5434482891694704,0.07926487894568991,0.0916784358446202,0.08547165739515505,0.3410961627960205,0.3308546543121338
7,0.5314733783587263,0.5486464509653836,0.07902279955413294,0.0826129806525301,0.08081789010333151,0.31475019454956055,0.3326711654663086
8,0.5477393973954975,0.5441555228020696,0.09580970504884552,0.1164436288595137,0.1061266669541796,0.3155026435852051,0.420534610748291
9,0.5436713781614473,0.5364240008190648,0.11397348446071404,0.12996226956579499,0.12196787701325451,0.352114200592041,0.3561098575592041
10,0.5409022759797277,0.5489920616660863,0.12989774600361964,0.1446155016041226,0.1372566238038711,0.3147871494293213,0.3641018867492676
11,0.5348009886399974,0.5448151944040651,0.17863007364890443,0.1866851030927073,0.18265758837080587,0.31821393966674805,0.3489842414855957
12,0.5346691466478944,0.5450523857490014,0.1360555192756117,0.1447640939865737,0.1404098066310927,0.3136770725250244,0.3518390655517578
13,0.5279720132232107,0.5597045524071763,0.11630101218585123,0.1343709606094401,0.12533598639764565,0.3128335475921631,0.3470780849456787
14,0.5361470140136304,0.536905338821769,0.15894826378944288,0.19004495310913075,0.17449660844928683,0.31827664375305176,0.3456110954284668
15,0.5309241527257655,0.5536701057392086,0.13955612047797478,0.15029888845596406,0.14492750446696942,0.3279232978820801,0.40711283683776855
16,0.5257692289567881,0.5500765346593817,0.12011733141178338,0.1385013491707257,0.12930934029125454,0.35305166244506836,0.3663787841796875
17,0.5443844241962285,0.5390563273098128,0.133641591310542,0.13425882121041277,0.13395020626047738,0.326662540435791,0.35608577728271484
18,0.5335920817760507,0.5169076332426472,0.18186384607419048,0.17634427210334233,0.17910405908876642,0.3246331214904785,0.37638401985168457
19,0.5170937556465514,0.5390492065218359,0.10125360081425297,0.12056213918365044,0.1109078699989517,0.3266487121582031,0.39572954177856445
20,0.5271940901981412,0.5393710630724088,0.1619514826151625,0.18067251390183026,0.17131199825849638,0.34893059730529785,0.3891608715057373
21,0.5422289389838788,0.5445479958878462,0.09910659489632025,0.11058557702724042,0.10484608596178033,0.3277251720428467,0.37020063400268555
22,0.5364417798550408,0.532366228344684,0.09759784576799427,0.1167949994189943,0.10719642259349428,0.3764176368713379,0.3710448741912842
23,0.5458574233600109,0.5199818950484161,0.16011320871973897,0.15318977955137814,0.15665149413555857,0.340120792388916,0.3715965747833252
24,0.5397433715840098,0.5297600054772637,0.13461679139527755,0.12461980458115549,0.1296182979882165,0.33604955673217773,0.36654138565063477
25,0.5125315174654065,0.5125315174654065,0.0,0.0,0.0,0.38161659240722656,0.38161659240722656
26,0.5440646272496991,0.5282389628421774,0.1035335402584367,0.10965070769404238,0.10659212397623954,0.38603997230529785,0.3977358341217041
27,0.5238151654421582,0.5334144388147334,0.12651366776530387,0.13523664352558581,0.13087515564544483,0.34746837615966797,0.392169713973999
28,0.532675554275349,0.5458294460082261,0.1191576590442526,0.11948572833012043,0.11932169368718651,0.38097143173217773,0.3849458694458008
29,0.5243622986131998,0.5333714182441343,0.15910954292041551,0.15988507671781496,0.15949730981911525,0.3480708599090576,0.41259193420410156
30,0.523352068623751,0.5370041239149081,0.12825695439341223,0.15078057874026485,0.13951876656683854,0.36509275436401367,0.43941187858581543
31,0.5317233772321348,0.5315225082749441,0.12759056393255838,0.11677715383448711,0.12218385888352275,0.35434532165527344,0.4186732769012451
32,0.5317115588790409,0.531185806271759,0.07525730564394865,0.079295639604788,0.07727647262436832,0.35289454460144043,0.427264928817749
33,0.5393856480830581,0.5066847794438583,0.13461136335189672,0.12810158129737617,0.13135647232463643,0.34947896003723145,0.40511441230773926
34,0.531535817796042,0.5142381281663574,0.12988650321608813,0.1251517933185287,0.12751914826730842,0.35785818099975586,0.39984774589538574
35,0.5333689900053322,0.5275207478679902,0.07959450107045456,0.08166369097576023,0.08062909602310739,0.3588430881500244,0.3929932117462158
36,0.5335365871211382,0.5199667496973971,0.10528481841264915,0.10665859246004972,0.10597170543634943,0.3624897003173828,0.43521881103515625
37,0.5271795028753804,0.5145603467008181,0.14868898278628273,0.1509198875456521,0.14980443516596742,0.36057376861572266,0.47949910163879395
38,0.5239727502597081,0.5172941498408975,0.09797196134303185,0.10548081627352779,0.10172638880827982,0.35641002655029297,0.4214189052581787
39,0.5252877854137697,0.5146964493569084,0.12030292273326879,0.12435529543041252,0.12232910908184065,0.358135461807251,0.44481849670410156
