perplexity,aucrnx_chain,aucrnx_normal,kl_chain_normal,kl_normal_chain,kl_sum,running_time_chain,running_time_normal
1,0.4289428651020542,0.2575669634456978,1.1802653350097816,1.1112147669159516,1.1457400509628666,8.058605432510376,9.865355014801025
2,0.47694220852422636,0.4198203622773667,0.45174520787617567,0.4851382606258106,0.4684417342509931,6.888356685638428,6.003235578536987
3,0.4906721265849241,0.4518564279625891,0.37377569585474485,0.3806219985139421,0.3771988471843435,6.1866466999053955,5.535478591918945
4,0.49693863556531964,0.45427247217997463,0.32310085109187137,0.35623473365278263,0.339667792372327,5.998408317565918,5.358423471450806
5,0.5025696124323336,0.47969809817960096,0.24915893035316106,0.26490519975496785,0.25703206505406445,6.125344753265381,5.337053060531616
6,0.5051356288590855,0.48606894768086784,0.2376603251576889,0.267936334229704,0.2527983296936964,5.654075622558594,5.156113386154175
7,0.50689927724228,0.4887136988688294,0.2268511226366121,0.2481248162771867,0.2374879694568994,5.331265687942505,5.030659914016724
8,0.5085395869497326,0.48767570076258643,0.22959332640499108,0.2537817953233002,0.24168756086414564,5.3486151695251465,5.078177452087402
9,0.5072767611660423,0.4931850327573278,0.22334847305960434,0.24404422677259036,0.23369634991609733,5.256438970565796,4.951876401901245
10,0.5090364547324768,0.4903826996949007,0.20659160940525195,0.23679649627054403,0.221694052837898,5.382052421569824,4.9563562870025635
11,0.5091622601752803,0.49205645122822944,0.21051705228962966,0.23458597024459782,0.22255151126711376,5.140846252441406,4.862874746322632
12,0.5078797545218731,0.49692408662102966,0.187545055762291,0.20799534982533655,0.19777020279381377,4.9672112464904785,4.815834999084473
13,0.5085736913993425,0.49454799840819763,0.18851541558647045,0.20481601086197626,0.19666571322422335,5.000316858291626,4.8639466762542725
14,0.5073418124690615,0.5033535316979098,0.13513362508374466,0.14709063489074659,0.14111212998724562,4.855778932571411,4.892160415649414
15,0.5070526197900005,0.5038112699047997,0.10449345081254635,0.10877990184011972,0.10663667632633303,4.948352813720703,4.773906946182251
16,0.5050825757833226,0.5002703935709051,0.13524931379488603,0.13896345988556394,0.13710638684022497,4.784173250198364,4.687513589859009
17,0.504626035277176,0.5042285776990472,0.09398244728032308,0.10028566136294731,0.09713405432163519,4.71824312210083,4.668798208236694
18,0.5035599662946628,0.5008679581454094,0.09478764337592893,0.09723069138505462,0.09600916738049178,4.9556968212127686,4.657861948013306
19,0.5033081069208475,0.4997445346323769,0.10173799469395815,0.10639521060181321,0.10406660264788568,4.7536461353302,4.653449535369873
20,0.4977238633174496,0.4977238633174496,0.0,0.0,0.0,4.713341951370239,4.713341951370239
21,0.5024291628384985,0.49991041617276766,0.07649528454327115,0.0793164728600364,0.07790587870165377,4.670369625091553,4.569053411483765
22,0.5021572666685039,0.5061599807607999,0.14031448043666767,0.14788981271614865,0.14410214657640816,4.774500131607056,5.055614948272705
23,0.5008768163949112,0.4976349419130497,0.1045415870205032,0.1097848245722999,0.10716320579640155,5.1776793003082275,4.671871900558472
24,0.4999769048992974,0.49827605291521876,0.09350017959413759,0.09872736317892264,0.09611377138653011,4.631100177764893,4.554090976715088
25,0.49903671155043006,0.5033549434124546,0.14556201528632462,0.14743410969917567,0.14649806249275016,4.610891103744507,4.85026741027832
26,0.49927032358807566,0.5047117552411412,0.17612752465511097,0.1846713212116534,0.18039942293338218,5.34124493598938,4.629444360733032
27,0.4990683519144013,0.5002772185256062,0.17743935316522602,0.18905202338373767,0.18324568827448184,4.662489414215088,4.55617618560791
28,0.4986313126769296,0.5024978449934147,0.16393864786146825,0.1771004901611941,0.1705195690113312,4.700280666351318,4.568371534347534
29,0.4984508222802267,0.500401417316951,0.17607222256302657,0.18807250036743856,0.18207236146523256,4.6705522537231445,4.637809753417969
30,0.49762659527246805,0.4960769039963643,0.17708304412546275,0.18819969148614502,0.18264136780580387,4.666166543960571,4.573550224304199
31,0.4971625708821205,0.500638156532422,0.20331050306216744,0.2179203727060938,0.21061543788413062,4.758386850357056,4.79584527015686
32,0.4967496494542249,0.495578365281406,0.16226694095155858,0.17522586638507992,0.16874640366831925,4.6170690059661865,4.566953182220459
33,0.49624117953116875,0.4987516834118773,0.1653705969820513,0.1755493346755122,0.17045996582878176,4.613226890563965,4.855153322219849
34,0.49580061476748416,0.49738134516251387,0.18140844324859523,0.19016428825269757,0.1857863657506464,4.708865165710449,4.514269828796387
35,0.4943136836889384,0.49738491893453946,0.17217421899766805,0.18252335246694712,0.17734878573230758,4.633405923843384,4.5323381423950195
36,0.4946232102491053,0.49597991154673565,0.1612491985794825,0.17770873046721933,0.16947896452335093,4.719056129455566,4.496857404708862
37,0.4936628449931284,0.4968900585656862,0.1784456372943879,0.1911257406526552,0.18478568897352154,4.667148590087891,4.6068878173828125
38,0.49343856477199194,0.49612449398810227,0.16476433404674581,0.1785327254783451,0.17164852976254547,4.625995874404907,4.758089065551758
39,0.4929197198053344,0.4945007135750139,0.15325671945346558,0.1663984170903504,0.15982756827190797,5.27491569519043,4.649212121963501
40,0.49213535984523415,0.49151589108838406,0.1476611100674121,0.15623973833132057,0.15195042419936633,4.789024353027344,4.491667985916138
41,0.49197658191780025,0.4876098600964298,0.1276037665021841,0.13087848143368278,0.12924112396793344,4.4585185050964355,4.476330518722534
42,0.49157145138255937,0.48558959981838906,0.11168477377912607,0.1147485621623725,0.11321666797074928,4.448503732681274,4.664506912231445
43,0.49150193695520805,0.4869292651977742,0.11827550116746109,0.12529722150537034,0.12178636133641571,4.553564786911011,5.022122144699097
44,0.4903381207330102,0.4846681846202218,0.10697318857451672,0.10771098799945479,0.10734208828698576,4.468943357467651,4.605870008468628
45,0.49087538360271743,0.4811420557767599,0.138789835988837,0.140799950004301,0.139794892996569,5.050200939178467,4.762014627456665
46,0.4895606732679036,0.48155534491331675,0.13125059023784036,0.12946598662911254,0.13035828843347647,4.566015005111694,4.73917031288147
47,0.4887999927551766,0.48035105313766036,0.12550270103945355,0.12902764644907533,0.12726517374426444,4.799697160720825,4.735376358032227
48,0.48839114271156603,0.476503887083733,0.15116734952113742,0.1508547767362798,0.1510110631287086,4.637722492218018,4.581498622894287
49,0.48793739652725143,0.4823911784864051,0.13626515109152088,0.14375609573951612,0.1400106234155185,4.714608907699585,4.466202020645142
50,0.4882600191070416,0.4894760551182542,0.15588494194716448,0.16625188778437783,0.16106841486577117,4.571255922317505,4.494598865509033
51,0.48753629345328253,0.49045326429291564,0.2066810606214474,0.21259185307190123,0.2096364568466743,4.7023444175720215,4.589794158935547
52,0.4864490798656169,0.49342805402073275,0.18432651402260436,0.18955460498178453,0.18694055950219446,4.701690196990967,4.513733148574829
