perplexity,auc_rnx,bic,cca_stress,kl_divergence,mds_isotonic,pearsonr,sammon_nlm
1,0.31435742463014243,1.0303326355042337,30762.011644723993,0.5039766195083519,0.9925781149043112,-0.03688048157390023,21.843611519259426
2,0.4555678649044508,1.2024712706977527,27996.757323620055,0.5788562388613464,0.9600466893798301,0.0063015470715916426,15.53177505503295
3,0.4930757060148301,1.1799449755009894,29837.591132258854,0.5564033930191998,0.9550045607906643,-0.03605189098528484,15.495462257290917
4,0.5307778142325171,1.179335905897668,25038.13615815267,0.5449091599737741,0.9120423852671141,0.07062795738995457,11.815602842961338
5,0.5428845371201271,1.1874867414880088,22124.94952627855,0.5377948795251796,0.9071364825246913,0.13810208654372988,12.403126695696228
6,0.5451388621324045,1.1739896718487597,20951.056541111022,0.5198566464617901,0.9043264991074293,0.17658122607785864,12.220583150613427
7,0.543575458954067,1.2025699945764743,21388.94309391244,0.5229571095818824,0.8955445756945468,0.16770315431398383,11.308297367201083
8,0.55803979602114,1.1486701293966373,21242.229890976978,0.4848174787481989,0.8678851357008202,0.18379050041950448,10.478485664288995
9,0.5567598008806982,1.1547475173435697,19831.116722960094,0.47666647447790017,0.8850067812054019,0.20722267838826242,11.13906024359204
10,0.5582001586013208,1.1756689933911864,21975.16795205043,0.47593751425794356,0.8789404864085285,0.17839216179006423,9.81860860704366
11,0.5642885357115393,1.1179659001441564,20830.74879245579,0.43589626939066356,0.8811811248042369,0.1970695454934603,10.226109170297157
12,0.5592536500629883,1.1343240076461594,22647.318812331087,0.4328856248979001,0.8891351065870645,0.15546419703627762,10.596760588878137
13,0.5648258047140631,1.1524199837814333,20403.088895293058,0.4307439147217721,0.8557500887366881,0.22652675341097392,10.359074740101427
14,0.5558137135530987,1.1394528990607589,22070.797759705078,0.41307067411766996,0.8871248383554942,0.1833455870591495,10.361425764692918
15,0.5603237369747082,1.1621217669302195,21889.98510442027,0.41321540980863525,0.8569442699545471,0.19588954514337836,10.430312295740881
16,0.5519189938493043,1.1758791283079746,21895.950695320105,0.40890439225374786,0.8745051955659195,0.1895349287839124,10.210023995031563
17,0.5534795328670009,1.2079410051861257,20429.50496434344,0.41374563244905843,0.8582239013287873,0.23527992813312104,9.632312932114855
18,0.5503297098619883,1.2401055860004058,20295.95922780965,0.41863822461243355,0.8565515639041912,0.23304227589492318,8.877453733678005
19,0.5459711444355687,1.2611709821357344,19902.58992626449,0.41798122443633295,0.8831137883584856,0.21677327397464252,8.260554368811604
