perplexity,auc_rnx,bic,cca_stress,kl_divergence,mds_isotonic,pearsonr,sammon_nlm
1,0.47359975938334714,1.197446874251864,11485.197648162186,0.5854776437095619,0.8826075378901109,0.41125981977094295,0.2828972296633188
2,0.5247366698409976,1.3898783550731484,11336.980937713804,0.668447590703834,0.8604755392836644,0.40719712876584585,0.29279601292569096
3,0.5287098490041107,1.3943413173765506,11770.974214707825,0.6574332784391651,0.8699165026383232,0.37936905665830534,0.3114104800059219
4,0.5310309989345665,1.390018370709113,11548.388675306447,0.6420260116890761,0.8625941041648058,0.3920088907910128,0.2982311945846968
5,0.5433868637194186,1.3439257170118089,10944.40229846488,0.605733891424054,0.8484124304230843,0.4254895238269234,0.31145926024137
6,0.5400834646545077,1.3384874526400716,10922.630637450864,0.5897689658218153,0.8515907703434268,0.4224292332538293,0.3143620821953832
7,0.542187539802187,1.304256928378271,10596.679364723654,0.5594079102745448,0.8485702539040734,0.43642898272252306,0.3195243957981107
8,0.5393334944421321,1.3056653700432022,10914.132245581637,0.5468663376906403,0.8619558663988403,0.40669495203171246,0.33687139277811873
9,0.5406961957459614,1.2972729442087376,10881.583976207214,0.529424331357038,0.8628363572401465,0.4080673304990385,0.32919103198862487
10,0.5457842533540911,1.2815332634447918,10941.051250749757,0.508308697558695,0.8592432506072548,0.40643388653611406,0.3183133371687528
11,0.5398190043456865,1.306456364075667,10721.215825818828,0.5075244544577625,0.8558329080093731,0.4238433139523435,0.3163869156215661
12,0.5401537963640956,1.2942766370210563,10778.684355641057,0.48818879751408706,0.8617823944086546,0.4116291370599441,0.3291572564461186
13,0.5365691035609803,1.2973310350228662,10672.860341299229,0.47647020309862187,0.861609533186845,0.41218452255993443,0.32993963042565866
14,0.5436884437687586,1.2968768546361813,9938.608902645756,0.4629973194889094,0.8381746094024491,0.4635879653393197,0.31256404515718683
15,0.5476748926258647,1.3083798521305423,9563.361363251017,0.4555030248197198,0.8260550348708747,0.4859923025930955,0.3024633246105228
16,0.5560604520420663,1.2976561382015586,9614.182199650946,0.4368953744388578,0.8229622290887787,0.48989345978826726,0.298391992985502
17,0.5580593350691884,1.3014254185760765,9415.158355632511,0.42553422120974677,0.8147231913914025,0.5051279689373285,0.29695960953467376
18,0.552202101360153,1.3068400336210986,9539.972674781291,0.4149957353158876,0.8219967464059729,0.48994616292239257,0.29681162899085645
19,0.5541568399592612,1.308426505227982,9513.637539481178,0.4025431777029593,0.8143984052417405,0.49894941806198984,0.29720467845994347
20,0.5516640420031702,1.3203907465969333,9489.401260180797,0.3952795049710649,0.8159406532412723,0.49687877397518204,0.2929197259883905
21,0.5458895702445411,1.3357306149973196,9230.513899993843,0.389703645754888,0.8041051543947317,0.517531435114662,0.28555877107885574
22,0.5491212655796729,1.3397934671090852,8975.613002848291,0.3784892783944006,0.7948155880780088,0.5340029902809952,0.27995470735931705
23,0.546305639633103,1.3563713384804545,9079.157123184215,0.3735324206637152,0.7986662825549842,0.526854125933043,0.28045784796114565
24,0.5477713413691168,1.36203944095095,9084.739173606322,0.36312067848259283,0.7973969180719064,0.5279824993370154,0.2839841880015256
25,0.5482277307348413,1.372419409642064,8921.44805111495,0.3550648694117798,0.7945683944654672,0.5351924594900156,0.28020071196297525
26,0.5451163170870253,1.3859020011634877,8805.067522555075,0.34856037175612153,0.7892608992136821,0.5437017167815911,0.28021496280179514
27,0.5467165997102001,1.394300603263448,8694.248973034879,0.33951387938973154,0.7878549586852529,0.5466976048672813,0.2788212835893702
28,0.5497985908748337,1.412493570362427,8576.244033266195,0.33536456952285093,0.7840777643319395,0.5538192133315524,0.2781625324801944
29,0.5488773927831879,1.4259231781797876,8468.94166287466,0.3288335800151612,0.7819207551890442,0.5581816656012695,0.2787129478971211
30,0.5413090625831188,1.443651334659231,8577.214530686164,0.32445186483851285,0.7798358877062602,0.5556221254277689,0.27215698169486663
31,0.5401242612689969,1.4562771899291131,8463.949341389867,0.3175189990570838,0.7776849075312142,0.5605334781455812,0.2724283530870306
32,0.5429051361192887,1.4740740577971203,8279.263610869186,0.31317163957471733,0.7707035786297192,0.5717719420098618,0.2690440008911502
33,0.5455277249193062,1.4823907010352628,8421.7669695324,0.3040841677774184,0.7718847090358515,0.5667208721375732,0.2733015735523077
34,0.5410894068316872,1.498489264556796,8300.021663505282,0.2988876561218149,0.7707868688252922,0.5716735815247593,0.2707645306950725
35,0.5402779583409965,1.5129422310277525,8186.590423229967,0.29286834594092304,0.7632519714451335,0.5810110582885875,0.2712478483014489
36,0.5313789338105638,1.531050148425153,8194.191442175714,0.2886765112232532,0.763003775847202,0.5812552131158268,0.2673043004843123
37,0.534262569209542,1.5495293955392793,8119.15705538241,0.28467034136394626,0.7609775746844004,0.5842809195139373,0.26600852497251476
38,0.53476892939856,1.561943964505601,8065.732248659056,0.2776318324307371,0.7582216833588061,0.5878903804469366,0.26500000132493057
39,0.5346124064770751,1.5806334581087529,7926.532534615497,0.27373078581594296,0.7513355421360536,0.5968460340134071,0.2694676297600204
40,0.5306922406896664,1.5969964273829316,7933.987971462816,0.2686664770366621,0.7525146604547504,0.5953522772607657,0.2651848215507941
41,0.5366517142342696,1.613689164176984,7843.5355705844495,0.26376705201731837,0.7502137189538062,0.6001957321076706,0.26517970118812706
42,0.5316231481694275,1.6262148161373209,7851.180320744012,0.2567840845811167,0.7479521795486358,0.601227167695602,0.2629019004977756
43,0.5285095508585783,1.645503878947096,7720.253284607086,0.253182822569634,0.7457658678493305,0.6067574811200986,0.2639460980178528
44,0.5272333999921868,1.6638505813089597,7607.7366458348715,0.24911038033419583,0.7403725483798621,0.6140741533193185,0.261756977930714
45,0.5240487357820225,1.6815886544207277,7569.7279766726515,0.24473362347370978,0.7380153308697058,0.616959494026051,0.26000403973874925
46,0.5272117313849372,1.6994208284852494,7483.8549982048135,0.24040391708960052,0.7372175448339566,0.6202748400111775,0.26099972250571407
47,0.5252678066130307,1.7185660134379876,7460.320306361592,0.23673071614959956,0.7343680890053915,0.6223078198072924,0.25988901749799725
48,0.5243473211380054,1.7360980302170304,7383.063807597788,0.2322509311227509,0.7312494137648383,0.6269473472693097,0.25923116391716317
49,0.5233300780968319,1.7530699740396145,7303.997942788092,0.2274911096176727,0.7280762190327276,0.6314635763545532,0.25802642514824964
50,0.5267900389685973,1.770883215938402,7208.280970832025,0.22315193715069648,0.7228233491957546,0.6368640131282943,0.26056560279214536
51,0.5246741594120614,1.7870454113794665,7226.145446245504,0.21798724145485862,0.7231329130280251,0.6358143473800794,0.26145402213278424
52,0.5250831271611903,1.8106719791303465,7101.596548021051,0.2165547319139286,0.7206199900801065,0.6419002076949227,0.25846273095749206
53,0.5221823623326362,1.825745080440115,7115.847487970488,0.21084548915244267,0.7198612355026385,0.6407974683932418,0.2620280012739504
54,0.5201521767181364,1.8453236080228606,7090.092831431675,0.20738895952744538,0.718793237545193,0.6421740491621469,0.261697201298105
55,0.5243780330287937,1.864661644194599,7049.640847803032,0.20381218419694452,0.7170731180617237,0.6442306608589462,0.26128003520207965
56,0.5241153198242681,1.886911848254179,7057.560978069361,0.20169149281036441,0.7151896533512407,0.645556887712878,0.2580047848579167
57,0.5210688676291294,1.9047943736471895,7121.430375224182,0.19738696209049955,0.7165650297734572,0.6426725566464435,0.25740088996596644
58,0.5190100631741968,1.9268627390204576,6946.913273139831,0.19517535136076355,0.7113834049520434,0.6506005752148123,0.2585235513078303
59,0.5200285802246623,1.9459525165112672,6946.99491784795,0.1914744466897982,0.7110903428275512,0.6509098632191739,0.25746529079998964
60,0.5184298402900722,1.9659426829452613,6895.668214823187,0.1882237364904253,0.709063286726567,0.6534980823044076,0.2574530968355828
61,0.5150234471797067,1.9875007986586626,6833.0788385515425,0.18575700093075573,0.7069355407097476,0.6564075335329642,0.2571792546489323
62,0.5136251642599363,2.007106566347238,6783.953365020683,0.1823140913586735,0.7046356774583528,0.6579478648871224,0.2583989419084041
63,0.5121107935340807,2.0285352861109165,6739.98886187715,0.1797826578241424,0.7038106492814448,0.6591705767505919,0.2564652370266115
64,0.5147971253045692,2.0462833509545244,6679.14014979028,0.17541089682957645,0.7010334956307895,0.6642466674602676,0.25554927212985323
65,0.5153384279404651,2.067619476826674,6653.284544781365,0.17283316634928103,0.7006046278094148,0.6650222289961737,0.25533766828160404
