perplexity,auc_rnx,bic,cca_stress,kl_divergence,mds_isotonic,pearsonr,sammon_nlm
1,0.4321583332736583,2.0090155505413088,1087360.3797330263,1.0024226684574147,0.8984410503987166,0.25546337954764714,0.18902873843662918
2,0.48117148959879047,2.1301962787047786,1078754.3051406248,1.0609279257259099,0.887707504809945,0.26396051462814585,0.18636510489725933
3,0.5006207655258639,2.1900030766185634,1081432.621127387,1.0887462178695626,0.8782193050416968,0.2681417417493101,0.18513725661025426
4,0.5070329966830407,2.243115587153396,1095135.5924653432,1.1132173663237392,0.8789420685701975,0.2621152958381808,0.18610885038061978
5,0.5108652157061069,2.232170633213336,1114227.0946421847,1.1056597825404695,0.8796061405853897,0.2509362156632308,0.1896788856501516
6,0.5124827638317206,2.2459120747079346,1087704.5857501978,1.110445396474529,0.878314470016648,0.25924730726281353,0.18931329693696833
7,0.5148104027166295,2.2269776526280087,1077163.9026920542,1.0988930786213262,0.873600439203241,0.2676505363110517,0.1880836326314183
8,0.5150556682221636,2.186742420352869,1077121.0368770822,1.0766903556705167,0.8750515532511849,0.2651840448851368,0.19006840004344733
9,0.5145332849806168,2.1543212983201347,1087000.6528191187,1.0583946878409098,0.878804026538782,0.2581735397117609,0.19300907447130658
10,0.5160098019114701,2.132002333977302,1090646.2157725077,1.0451500988562539,0.8765117830942993,0.2588582666975489,0.19162686998563508
11,0.5154076170734117,2.115470128131654,1091056.6779846912,1.03479888912019,0.878227091773412,0.25671586940234475,0.19237376774325463
12,0.5142574894661742,2.096769765677523,1099769.8255007018,1.0233636010798848,0.8809513652826839,0.24985584047335063,0.19554867275203697
13,0.5135854594870021,2.07174666728743,1104999.8748035158,1.0087669450715986,0.8789408437635787,0.24900561157377604,0.19595727218181266
14,0.5131800334301476,2.0404999158620774,1107135.4256270817,0.9910584625456826,0.8789652739694573,0.2484730639182624,0.196981654308363
15,0.5129817701556929,2.0186258237090247,1109717.8449231824,0.9780363096559165,0.8802392082762969,0.245716835905011,0.19842368327459534
16,0.5108868544461165,2.009688228343718,1116153.8369979348,0.9714824051600235,0.8806473579340429,0.2435056966568141,0.19877145210847658
17,0.5113906576203728,1.9701741113185287,1119752.7728727881,0.9496402398341891,0.8810101531576514,0.24159333790896892,0.20019130841626
18,0.5105991445616144,1.958486622610829,1114114.531857674,0.9417113886670996,0.8803866149106235,0.24215206260709868,0.20070233769078125
19,0.5075739210612982,1.9503151205312044,1122234.5601552532,0.9355405308140474,0.8817640730888007,0.23945699052504074,0.2010953050586122
20,0.507136062270764,1.9254834987346168,1129792.9580669734,0.9210396131025139,0.8837526509043757,0.23211541420702664,0.2049140598419846
21,0.5086612055484362,1.9121427218831868,1113516.494014802,0.9122841178635592,0.8801443119518816,0.2428943422396889,0.2024729177280677
22,0.5081364398161139,1.8950819903065235,1116559.7005458204,0.9016686452619879,0.8796410573075296,0.2426011887867662,0.20158882644125137
23,0.5069293560588494,1.8902943611973253,1110352.3627324174,0.8971897238941491,0.8785733991767897,0.2455428378223617,0.20146151766226578
