running_time,kl_divergence,n_jobs,n_iter,learning_rate,random_state,perplexity,bic,auc_rnx,pearsonr,mds_isotonic,cca_stress,sammon_nlm
1.7948448657989502,0.21422637321168472,4,1000,200,2019,162,2.4419857703121592,0.4636159485021289,0.6470359494566456,0.6939291939344785,38652.635171591966,0.26212464767614446
1.09837007522583,0.6992352579642682,4,1000,200,2019,15,1.5849087588812023,0.5395110948739827,0.46762850804374945,0.8156871970142766,63300.08531500109,0.2614721936679744
2.890976667404175,0.1984262352977787,4,1000,200,2019,146,2.211518035334837,0.47016376020726314,0.689840900762892,0.6611412322761073,36423.868951741606,0.2318857338506881
2.804689884185791,0.26472245683944395,4,1000,200,2019,117,1.9836632087096808,0.47777182975395116,0.6335185739320518,0.6975132853651788,42898.49244126273,0.25496955328388454
2.544130563735962,0.4904363619108841,4,1000,200,2019,42,1.5028998040892323,0.5190114727019863,0.5599264532681467,0.7605315669550909,52710.63299411902,0.2461148113591067
1.5205073356628418,0.264681051037265,4,1000,200,2019,132,2.1700186400579886,0.4649785825807718,0.631113906257908,0.7004636402629173,42686.39759410829,0.2568163623269858
1.6652247905731201,0.25525215982890503,4,1000,200,2019,119,1.9895810470822917,0.47058338139186734,0.646376257602022,0.6911156788183203,41874.70953043412,0.23747625381018472
1.5196635723114014,0.3022277056322416,4,1000,200,2019,124,2.1456782196731865,0.45685261813641775,0.5811718312152372,0.7455188402257329,44036.81959849391,0.29200761163870503
1.3627583980560303,0.38261545882056236,4,1000,200,2019,81,1.7719974295855196,0.4815645902969363,0.6186067143528388,0.7292768853773031,44633.96454861465,0.2623855011302181
3.1909186840057373,0.268302419657763,4,1000,200,2019,143,2.3139827554642727,0.43813599646283696,0.58038666730255,0.7365433130855772,47944.346896570205,0.23892886489592918
1.0765845775604248,0.8596835110412078,4,1000,200,2019,5,1.7815131030666373,0.5223400363131038,0.4036972554435647,0.8796825756884922,65490.490432127874,0.24477424995232863
1.3589377403259277,0.31362152711859337,4,1000,200,2019,94,1.7955893767405586,0.4852076644709368,0.611360504058713,0.7212886020710355,44900.31438290196,0.24395471675693076
2.7341692447662354,0.47109137819230806,4,1000,200,2019,49,1.5512143500299909,0.5103266282026941,0.5817336045494182,0.7543243604888121,48053.326729088316,0.2586347362216176
1.4442205429077148,0.2815263429817759,4,1000,200,2019,109,1.9178372514195894,0.47971469096750696,0.6516077989707377,0.692888585038292,42058.75412894704,0.23348106875267813
1.3078057765960693,0.4064170768664558,4,1000,200,2019,72,1.707737719905707,0.4818110651137473,0.5863591322608259,0.7449001278420508,48168.76140320767,0.2398311586073075
2.0981733798980713,0.31408094449910723,4,1000,200,2019,118,2.0948094002258517,0.46187398804214874,0.5932366072968358,0.7368302540111243,44368.977773260995,0.2862311655459999
1.435016393661499,0.29899204903934906,4,1000,200,2019,105,1.9030517987473583,0.47816204068842216,0.6303549838419247,0.7076056549329961,43119.760468952736,0.23764636191131308
2.407029390335083,0.2481488559565192,4,1000,200,2019,150,2.360680141439696,0.44526070865822664,0.6273300405150634,0.7185590468657872,41832.038411087866,0.24153534568883847
2.677246332168579,0.41064947681694414,4,1000,200,2019,73,1.7286317360035284,0.48210544915314085,0.5595901725792384,0.7544222121981584,52846.09918551806,0.25101898086743923
1.8448307514190674,0.4726206650240051,4,1000,200,2019,48,1.5418437074965405,0.5128558701727114,0.5818543272206442,0.7542908555340021,48333.02217765064,0.26013727680993154
1.0549790859222412,0.5432916603221414,4,1000,200,2019,31,1.4718890227464585,0.5250584767406786,0.5129209651289085,0.7940130448090518,57157.72486681037,0.26573946879561733
1.021190881729126,0.7632801794023187,4,1000,200,2019,10,1.6508525207730813,0.5500552497781401,0.4693257516464468,0.8144761304622743,63806.68624298027,0.2564345078249349
2.387101173400879,0.8397953067961791,4,1000,200,2019,6,1.7541659107734244,0.5454759294740481,0.46626213371111663,0.8217005934081835,62167.76723878692,0.25515930822667693
1.1786513328552246,0.4886969554663683,4,1000,200,2019,40,1.4745625588065119,0.5219944383800749,0.536461041342431,0.7765222016777796,55044.41942581405,0.25576026974371546
1.484283208847046,0.246595037364907,4,1000,200,2019,125,2.046842099335362,0.474157449968841,0.6642489546877001,0.6840036399386371,40050.266125069626,0.236777525250709
1.3052706718444824,0.41358402180490034,4,1000,200,2019,76,1.7717884745699737,0.4638491921347084,0.5343771863407003,0.7745650282956172,52953.02526346102,0.2549198914091771
1.2793946266174316,0.4498620382973697,4,1000,200,2019,53,1.5584725350274917,0.512324074554107,0.5821710204423313,0.7490038888612958,49109.77397298381,0.2546665064058073
1.4459247589111328,0.26060778311463223,4,1000,200,2019,116,1.9630046450632128,0.47471358750226894,0.6362501205662818,0.6985172017719552,43502.78065427208,0.23271105315451626
2.191073179244995,0.3709202250706817,4,1000,200,2019,88,1.835611475463669,0.47270123711105655,0.5676164028517744,0.752592834931039,51896.92581724524,0.26264227261197565
1.524980068206787,0.25201712469119225,4,1000,200,2019,128,2.0949739225784656,0.4701466024673499,0.6427819654997441,0.687703344174782,41604.89490437125,0.23466811469745535
2.274409055709839,0.29652032455929866,4,1000,200,2019,127,2.1715511061178336,0.44920240971286424,0.5778121248956315,0.7476604788290642,46089.96537932837,0.2622256422613531
1.304893970489502,0.803579037017774,4,1000,200,2019,8,1.7065918036103032,0.5503360108127031,0.49215296382012336,0.8132473319818944,58321.366611861435,0.26228588807018455
1.6015355587005615,0.3133216448226151,4,1000,200,2019,100,1.8695649093296685,0.4790835881916288,0.6209133025989575,0.7090814182347654,43762.57002139969,0.24647790880168968
1.5912890434265137,0.26389701975349533,4,1000,200,2019,148,2.3673180366399595,0.44313917818119114,0.6210877867132315,0.7231492626369088,42675.94169976616,0.24187620170909294
1.8134071826934814,0.522047666406114,4,1000,200,2019,34,1.466688683504937,0.527203293488691,0.536323046584419,0.781670644890363,54627.76582702735,0.26138216066929126
2.220569610595703,0.34011211104649236,4,1000,200,2019,104,1.9728627065648006,0.4616340426267866,0.6120252492026291,0.7296313332815461,45977.67219293084,0.2621022116535881
2.085394859313965,0.35241142065382314,4,1000,200,2019,78,1.674301704661508,0.48605635289035104,0.5976296482664157,0.7250311696082657,48170.55972155948,0.2378000572518537
1.182661533355713,0.5211768549904441,4,1000,200,2019,36,1.489805493067286,0.522898922725954,0.5384611952845211,0.7723192467639166,54941.060502598884,0.25510374578822614
2.8211543560028076,0.26277204036126767,4,1000,200,2019,129,2.1289129701154605,0.46975643172523657,0.6516612384196604,0.6912794278445747,39094.077158106826,0.24308499139394393
1.1794912815093994,0.5003200914441441,4,1000,200,2019,37,1.4605211821715305,0.5192650178401782,0.5236140277874323,0.7838546053187808,55922.29287958795,0.2577337233459846
1.9244859218597412,0.4093518472185592,4,1000,200,2019,74,1.7384656930036027,0.4828517108070132,0.5662900569165854,0.7590073694545963,50662.546576924215,0.25262538913049115
1.884932518005371,0.4998633648007687,4,1000,200,2019,61,1.7579089176090448,0.46858000356636076,0.48449618654339466,0.7979282572899621,60308.077171916826,0.26498961866729165
1.902796745300293,0.379306071665962,4,1000,200,2019,70,1.6286572771110306,0.4933212496597333,0.589103521156783,0.7381385712253064,48634.936789531035,0.2444076465005039
