perplexity,auc_rnx,bic,cca_stress,kl_divergence,mds_isotonic,pearsonr,sammon_nlm
1,0.4677221249017313,1.477169898073013,765310.2364505378,0.736059810705753,0.9324767570063576,0.24047791077039268,0.31230475695669624
2,0.528675343855631,1.755084925355124,761993.9413639673,0.872492186016055,0.9309435028016445,0.24925729977267777,0.31196361133838946
3,0.5499938538871268,1.6084132624182828,768264.5735023026,0.7966312162168809,0.9314590799124796,0.235975809320051,0.3127636722387662
4,0.5671929334247874,1.504040573823439,760844.8974211218,0.7419197335887056,0.9267175835698205,0.24490061317376305,0.3115089186997751
5,0.576770911925256,1.4069429010040717,751112.0544029658,0.6908457588482684,0.9236579605483416,0.2509908998023136,0.31177019159562425
6,0.5871686502715413,1.350328962112104,742798.7024228566,0.6600136510715311,0.919639326970292,0.2592204724732763,0.30952450773064205
7,0.5896569877417212,1.2898101349649123,744412.356069272,0.6272290991671817,0.9202846602947627,0.2549573290578507,0.3100088284945883
8,0.5954533092741314,1.2351598441408798,730802.8750870015,0.597378815424412,0.9174626460070271,0.26249360495594476,0.31159539371517153
9,0.5993258826453768,1.2084513852515901,727311.2165643304,0.5814994476490136,0.9138883536094697,0.26996883269359667,0.3103497315287628
10,0.5983930454181142,1.1861362561366713,726891.7363838403,0.5678167447608008,0.9141525546991826,0.26942636711080836,0.3105491845344383
11,0.6003784839044476,1.1735291848065923,722663.726778537,0.5589880707650078,0.9135440900376204,0.2714369229245252,0.3108629995869582
12,0.6000192462721611,1.1530550559057418,720109.3134260206,0.546225867983829,0.9125151617334873,0.2755116470916857,0.3116776313593125
13,0.6018767563412976,1.1098694074331479,718781.3417673644,0.5221079054167785,0.9126269653863813,0.27287797705210237,0.3147411207617523
14,0.6023976034645079,1.0854275093582428,712309.2473069105,0.5073618180485726,0.9102230537193352,0.2785736332658462,0.31560178245948695
15,0.6055107818932973,1.0591537751298268,708205.1076146816,0.49169981260361106,0.9134863550801254,0.27083210526933865,0.3186146679474785
16,0.6039877968043973,1.0423688623455036,708282.7856092008,0.480782217880696,0.9132903153041226,0.2693151676275019,0.3187735351428261
17,0.6041203871126631,1.0529246657356441,707574.9888327855,0.4835349812450128,0.9097412729391721,0.2764313910002308,0.3178673008483865
18,0.6057651284633339,1.035630837626171,699764.8586124056,0.4723629288595227,0.9094018596091508,0.2797600017349274,0.31957094940090575
19,0.607621881860042,1.0195484908618384,701366.5932936079,0.4617966171466029,0.9098917261464354,0.2773284455124248,0.3217678543512371
20,0.6066779612222014,1.0057429379541154,694993.7344637674,0.4523687023619879,0.9097699906864564,0.2766525122455438,0.3212104152783034
21,0.6081032366525345,0.9986992895470488,694050.1573320813,0.4463217398277011,0.9079799211505668,0.27852987082349223,0.32040918807539115
